anchor,positive,negative,label
augmentedv2_images\Atal_Bihari_Vajpayee_0007_aug_1.jpg,augmentedv2_images\Atal_Bihari_Vajpayee_0014_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_051_1.jpg,similar face
augmentedv2_images\md_078_1_aug_1.jpg,augmentedv2_images\md_078_2_aug_2.jpg,augmentedv2_images\fs_017_1_aug_1.jpg,mother-dau
augmentedv2_images\FMS-277-M_aug_1.jpg,augmentedv2_images\FMS-277-S_aug_2.jpg,augmentedv2_images\FMS-174-F_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-19-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-19-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-17-F.jpg,mother-dau
augmentedv2_images\ms_141_1_aug_1.jpg,augmentedv2_images\ms_141_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_108_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_197_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_189_2.jpg,augmentedv2_images\ms_070_1_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-181-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-181-D.jpg,augmentedv2_images\FMSD-142-F_aug_1.jpg,mother-dau
augmentedv2_images\md_243_1_aug_1.jpg,augmentedv2_images\md_144_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_220_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-158-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-158-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_239_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-182-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-182-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-201-M.jpg,father-dau
augmentedv2_images\FMS-174-M_aug_1.jpg,augmentedv2_images\FMS-174-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_215_1.jpg,mother-son
augmentedv2_images\FMD-80-F_aug_1.jpg,augmentedv2_images\FMD-80-D_aug_2.jpg,augmentedv2_images\FMS-182-F_aug_1.jpg,father-dau
augmentedv2_images\FMS-45-F_aug_1.jpg,augmentedv2_images\FMS-45-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_126_1.jpg,father-son
augmentedv2_images\ms_140_1_aug_1.jpg,augmentedv2_images\ms_187_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_124_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Ariel_Sharon\Ariel_Sharon_0027.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Ariel_Sharon\Ariel_Sharon_0039.jpg,augmentedv2_images\FMD-59-F_aug_1.jpg,similar face
augmentedv2_images\FMD-103-M_aug_1.jpg,augmentedv2_images\FMD-103-D_aug_2.jpg,augmentedv2_images\fd_096_1_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-155-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-155-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_203_1.jpg,father-son
augmentedv2_images\md_008_1_aug_1.jpg,augmentedv2_images\md_228_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-43-F.jpg,none
augmentedv2_images\FMS-118-F_aug_1.jpg,augmentedv2_images\FMS-118-S_aug_2.jpg,augmentedv2_images\Amelie_Mauresmo_0009_aug_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_193_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_193_2.jpg,augmentedv2_images\FMD-193-M_aug_1.jpg,mother-son
augmentedv2_images\FMD-240-F_aug_1.jpg,augmentedv2_images\FMD-240-D_aug_2.jpg,augmentedv2_images\FMSD-173-F_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-187-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-187-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-182-F.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-58-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-58-D.jpg,augmentedv2_images\FMS-73-F_aug_1.jpg,father-dau
augmentedv2_images\FMD-174-M_aug_1.jpg,augmentedv2_images\FMD-174-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_010_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_119.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Children/Child_119.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0060.jpg,father-son
augmentedv2_images\FMSD-38-F_aug_1.jpg,augmentedv2_images\FMSD-38-D_aug_2.jpg,augmentedv2_images\FMSD-92-M_aug_1.jpg,father-dau
augmentedv2_images\fd_071_1_aug_1.jpg,augmentedv2_images\fd_071_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_166_1.jpg,father-dau
augmentedv2_images\fd_018_1_aug_1.jpg,augmentedv2_images\fd_018_2_aug_2.jpg,augmentedv2_images\fs_016_1_aug_1.jpg,father-dau
augmentedv2_images\Andre_Agassi_0013_aug_1.jpg,augmentedv2_images\Andre_Agassi_0020_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-32-M.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0062.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0116.jpg,augmentedv2_images\md_179_1_aug_1.jpg,similar face
augmentedv2_images\FMD-103-F_aug_1.jpg,augmentedv2_images\FMD-103-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-179-M.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-269-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-269-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_010_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0025.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0136.jpg,augmentedv2_images\fd_020_1_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-260-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-260-D.jpg,augmentedv2_images\ms_135_1_aug_1.jpg,mother-dau
augmentedv2_images\FMS-84-M_aug_1.jpg,augmentedv2_images\FMS-84-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-105-F.jpg,mother-son
augmentedv2_images\md_101_1_aug_1.jpg,augmentedv2_images\md_101_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_046_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_020_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_020_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_023_1.jpg,mother-dau
augmentedv2_images\FMS-208-F_aug_1.jpg,augmentedv2_images\FMS-208-S_aug_2.jpg,augmentedv2_images\Colin_Powell_0076_aug_1.jpg,father-son
augmentedv2_images\fs_005_1_aug_1.jpg,augmentedv2_images\fs_005_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_131_1.jpg,father-son
augmentedv2_images\ms_135_1_aug_1.jpg,augmentedv2_images\ms_135_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_232_1.jpg,mother-son
augmentedv2_images\FMD-161-M_aug_1.jpg,augmentedv2_images\FMD-161-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_005_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-236-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-236-D.jpg,augmentedv2_images\fd_020_1_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-152-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-152-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-9-F.jpg,father-son
augmentedv2_images\FMSD-59-M_aug_1.jpg,augmentedv2_images\FMSD-59-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-25-M.jpg,mother-dau
augmentedv2_images\fd_044_1_aug_1.jpg,augmentedv2_images\fd_053_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-43-M.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_026_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_227_2.jpg,augmentedv2_images\Colin_Powell_0032_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-106-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-106-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-222-F.jpg,mother-son
augmentedv2_images\fs_210_1_aug_1.jpg,augmentedv2_images\fs_210_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0044.jpg,father-son
augmentedv2_images\FMSD-6-F_aug_1.jpg,augmentedv2_images\FMSD-6-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-168-M.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_219_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_219_2.jpg,augmentedv2_images\ms_131_1_aug_1.jpg,mother-son
augmentedv2_images\fd_228_1_aug_1.jpg,augmentedv2_images\fd_094_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0005.jpg,none
augmentedv2_images\FMSD-134-F_aug_1.jpg,augmentedv2_images\FMSD-134-S_aug_2.jpg,augmentedv2_images\Colin_Powell_0027_aug_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-118-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-118-D.jpg,augmentedv2_images\md_193_1_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-108-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-108-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_150_1.jpg,mother-dau
augmentedv2_images\md_174_1_aug_1.jpg,augmentedv2_images\md_174_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_233_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-89-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-89-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_197_1.jpg,father-son
augmentedv2_images\FMS-169-M_aug_1.jpg,augmentedv2_images\FMS-169-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0041.jpg,mother-son
augmentedv2_images\FMD-265-F_aug_1.jpg,augmentedv2_images\FMD-265-D_aug_2.jpg,augmentedv2_images\FMD-154-M_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0061.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0185.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_104_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_104.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Children/Child_104.jpg,augmentedv2_images\md_061_1_aug_1.jpg,father-son
augmentedv2_images\FMD-86-M_aug_1.jpg,augmentedv2_images\FMD-86-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-44-F.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0032.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0170.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-250-F.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0014.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0220.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_102_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-28-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-28-D.jpg,augmentedv2_images\FMS-54-F_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-95-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-95-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-3-F.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-143-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-143-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_137_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-98-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-98-S.jpg,augmentedv2_images\md_027_1_aug_1.jpg,father-son
augmentedv2_images\md_028_1_aug_1.jpg,augmentedv2_images\md_028_2_aug_2.jpg,augmentedv2_images\Colin_Powell_0041_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-65-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-65-D.jpg,augmentedv2_images\FMD-141-F_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_116_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_116_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-93-M.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_075_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_075_2.jpg,augmentedv2_images\ms_174_1_aug_1.jpg,mother-dau
augmentedv2_images\md_096_1_aug_1.jpg,augmentedv2_images\md_216_2_aug_2.jpg,augmentedv2_images\fs_143_1_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0008.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0176.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_010_1.jpg,similar face
augmentedv2_images\FMSD-51-M_aug_1.jpg,augmentedv2_images\FMSD-51-S_aug_2.jpg,augmentedv2_images\fd_202_1_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_128_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_128_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_051_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-200-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-200-S.jpg,augmentedv2_images\fs_129_1_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_200_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_200_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_121_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-64-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-64-D.jpg,augmentedv2_images\FMD-100-M_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-35-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-35-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-65-F.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_131_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_053_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_022_1.jpg,none
augmentedv2_images\FMSD-168-F_aug_1.jpg,augmentedv2_images\FMSD-168-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0055.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-222-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-222-D.jpg,augmentedv2_images\fs_135_1_aug_1.jpg,mother-dau
augmentedv2_images\ms_229_1_aug_1.jpg,augmentedv2_images\ms_229_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_053_1.jpg,mother-son
augmentedv2_images\ms_168_1_aug_1.jpg,augmentedv2_images\ms_080_2_aug_2.jpg,augmentedv2_images\FMD-6-F_aug_1.jpg,none
augmentedv2_images\Colin_Powell_0015_aug_1.jpg,augmentedv2_images\Colin_Powell_0119_aug_2.jpg,augmentedv2_images\fd_034_1_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_175_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_164_2.jpg,augmentedv2_images\Colin_Powell_0049_aug_1.jpg,none
augmentedv2_images\md_051_1_aug_1.jpg,augmentedv2_images\md_051_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_064.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0058.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0191.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_116_1.jpg,similar face
augmentedv2_images\FMSD-152-M_aug_1.jpg,augmentedv2_images\FMSD-152-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-243-M.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_225_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_225_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-204-M.jpg,mother-son
augmentedv2_images\ms_147_1_aug_1.jpg,augmentedv2_images\ms_137_2_aug_2.jpg,augmentedv2_images\fd_088_1_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_021_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_021_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_232_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_179_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_179_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-37-F.jpg,father-son
augmentedv2_images\Colin_Powell_0067_aug_1.jpg,augmentedv2_images\Colin_Powell_0105_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_193_1.jpg,similar face
